dataset,representation,target,model,method,parameter_type,parameter_name,feature_group,equation_term,draw_count,runtime_seconds,posterior_mean,posterior_abs_mean,posterior_sd,posterior_median,posterior_p05,posterior_p95,importance_rank
freesolv,moladt_small_descriptors,expt,atom_bag10_rbf_gp,empirical_bayes_exact_gp,kernel_hyperparameter,noise_variance,atom_bag,noise_variance,1,0.22583679100353038,0.08145180727427118,0.08145180727427118,0.0,0.08145180727427118,0.08145180727427118,0.08145180727427118,3
freesolv,moladt_small_descriptors,expt,atom_bag10_rbf_gp,empirical_bayes_exact_gp,kernel_hyperparameter,target_mean,atom_bag,target_mean,1,0.22583679100353038,-3.7781975736568456,3.7781975736568456,0.0,-3.7781975736568456,-3.7781975736568456,-3.7781975736568456,4
freesolv,moladt_small_descriptors,expt,atom_bag10_rbf_gp,empirical_bayes_exact_gp,kernel_hyperparameter,target_scale,atom_bag,target_scale,1,0.22583679100353038,3.862400795555192,3.862400795555192,0.0,3.862400795555192,3.862400795555192,3.862400795555192,5
freesolv,moladt_small_descriptors,expt,atom_bag10_rbf_gp,empirical_bayes_exact_gp,kernel_hyperparameter,signal_variance,atom_bag,signal_variance,1,0.20598433300619945,1.7003840152722611,1.7003840152722611,0.0,1.7003840152722611,1.7003840152722611,1.7003840152722611,1
freesolv,moladt_small_descriptors,expt,atom_bag10_rbf_gp,empirical_bayes_exact_gp,kernel_hyperparameter,lengthscale,atom_bag,lengthscale,1,0.20598433300619945,1.279562199888388,1.279562199888388,0.0,1.279562199888388,1.279562199888388,1.279562199888388,2
freesolv,moladt_small_descriptors,expt,atom_bag10_rbf_gp,empirical_bayes_exact_gp,kernel_hyperparameter,noise_variance,atom_bag,noise_variance,1,0.20598433300619945,0.08354686193064605,0.08354686193064605,0.0,0.08354686193064605,0.08354686193064605,0.08354686193064605,3
freesolv,moladt_small_descriptors,expt,atom_bag10_rbf_gp,empirical_bayes_exact_gp,kernel_hyperparameter,target_mean,atom_bag,target_mean,1,0.20598433300619945,-3.8740901213171584,3.8740901213171584,0.0,-3.8740901213171584,-3.8740901213171584,-3.8740901213171584,4
freesolv,moladt_small_descriptors,expt,atom_bag10_rbf_gp,empirical_bayes_exact_gp,kernel_hyperparameter,target_scale,atom_bag,target_scale,1,0.20598433300619945,3.898384624642987,3.898384624642987,0.0,3.898384624642987,3.898384624642987,3.898384624642987,5
freesolv,moladt_small_descriptors,expt,atom_bag10_rbf_gp,empirical_bayes_exact_gp,kernel_hyperparameter,signal_variance,atom_bag,signal_variance,1,0.21668524999404326,1.6724471290140748,1.6724471290140748,0.0,1.6724471290140748,1.6724471290140748,1.6724471290140748,1
freesolv,moladt_small_descriptors,expt,atom_bag10_rbf_gp,empirical_bayes_exact_gp,kernel_hyperparameter,lengthscale,atom_bag,lengthscale,1,0.21668524999404326,1.2888728539157865,1.2888728539157865,0.0,1.2888728539157865,1.2888728539157865,1.2888728539157865,2
freesolv,moladt_small_descriptors,expt,atom_bag10_rbf_gp,empirical_bayes_exact_gp,kernel_hyperparameter,noise_variance,atom_bag,noise_variance,1,0.21668524999404326,0.08909590693743459,0.08909590693743459,0.0,0.08909590693743459,0.08909590693743459,0.08909590693743459,3
